Hospital Name,Address,District ,City,State,Pincode
Sebabrata Super Specialist Hospital  Diagnostic Centre Pvt Ltd,"Bazar Para (O.T. Road), Uluberia (Bandhan Bank Building)",Howrah,Uluberia,West Bengal,711316
Si Artemis Medical Centre Pvt Ltd,"17D,Ramesh Mitra Road, Kolkata",Kolkata,Kolkata,West Bengal,700025
The Sun Hospital,"874, Badshai Road Crossing\Ng. T. Road, Burdwan",Burdwan,Burdwan,West Bengal,713101
Bardhaman Eye Care Nursing Home,"2Nd Floor, R.G. Bhawan, Parbirhata, Sripally, Purba Bardhaman",Burdwan,Burdwan,West Bengal,713103
Dr D B Sarkar Eye Hospital Pvt Ltd.,"R R N Road, Po & Dist: Coochbehar",Cooch Behar,Cooch Behar,West Bengal,736101
Lions Club Of Jamalpur Welfare Trust,"Jamalpur,Opposite To Police Station",Bardhaman,Burdwan,West Bengal,713408
Netram Eye Institute,"Sheakhala, Chanditala, Hooghly",Serampore,Seakhala,West Bengal,712706
"Eye Care, (Clinic  Nursing Home)","A/13/1, Amarabati, Sodepur",North 24 Parganas,Kolkata,West Bengal,700110
Indian Institute Of Liver And Digestive Sciences,"Sitala(East), Malipukuria",South 24 Parganas,Sonarpur,West Bengal,700150
R.C.N. Sanjiban Hospital,"819, Serpur Etwaei Bard, Contai",Namal,Contai,West Bengal,721401
Punardristee Eye  General Hospital(Unit Of Apbs),"Adda Industrial Plot, Kalyanpur, Housing More",Bardhaman,Asansol,West Bengal,713305
Purnam Medicare,"#119, Sarat Bose Road, Garcha, Bhowanipore",Kolkata,Kolkata,West Bengal,700026
Gitaram Hospital Private Limited,"Nh-34, Radharghat",Hariharpara,Radharghat,West Bengal,742187
B M Birla Heart Research Centre,"#1/1, National Library Avenue",Kolkata,Kolkata,West Bengal,700027
Cure Centre Nursing Home,"#377/3, Prince Anwar Shah Road, Jodhpur Park",Kolkata,Kolkata,West Bengal,700068
Medicare Nursing Home Unit 2,"Vill /-Bishalaxmitala(Chandua),Po- Mahirampur,Ps-Nodakhali",South 24 Parganas,Burul,West Bengal,743318
Care N Cure Nursing Home,"Ward No. 3, Caltex More, Malbazar, Jalpaiguri",Mal,Mal,West Bengal,735221
Bhakta Clinic And Nursing Home,"4, Rangibasan",Mahisadal,Rangibasan,West Bengal,721628
Asansol West End Clinic  Nursing Home,"223/153, Vidyasagar Sarani, Kumarpur, Asansol, G.T. Road West,",Paschim Bardhaman,Asansol,West Bengal,713304
Dr Chhangs Super Speciality Hospital,"Himachal Vihar, Phase-Iii, Matigara",Darjeeling,Siliguri,West Bengal,734010
New Ramkrishna Seva Sadan,"Nazrul Sarani, Pakurtala More, Ashrampara",Darjeeling,Siliguri,West Bengal,734001
New United Nursing Home,"230, D.C.R Road, Narkeltala, Chhabighar, Near Kalidas Chatuspathi, Post Office: Chandannagar, Dist: Hooghly, Pin: 712136.",Chinsurah,Chandannagar,West Bengal,712136
Daradia: The Pain Clinic,"Daradia Pain Hospital, Street 327, Dg 9/2, Newtown, Kolkata",Kolkata,Kolkata,West Bengal,700156
Goodace Hospital Pvt.Ltd.,Ac-94 Prafulla Kanan Road Kolkata,North 24 Parganas,Prafulla Kanan,West Bengal,700101
Netralok Eye Hospital,"12/A/30 , Narayandhar Par , Jail Road",Kandi,Kandi,West Bengal,742137
New Alpha Nursing Home,"21/1, Dobson Road, Howrah",Bally Jagachha,Howrah,West Bengal,711101
Olivia Nursing Home  Diagnostic Centre,"148, Jessore Road, Kolkata",Kolkata,Kolkata,West Bengal,700074
Suvendu Memorial Seva Pratisthan,Gobrapota,Nadia,Nadia,West Bengal,741103
Arunodaya Health Care,"Lichubagan, Garalgacha, Dankut, From Dankuni Railway Station Towards Chanditala",Hooghly,Hooghly,West Bengal,712708
Sk Multispeciality Hospital,"813/69, Krishnanagar Road (Nh-34),  Noapara Check Post, Barasat, 24 Pgs (N)",Barasat,Khilkapur,West Bengal,700125
Tapoban Nursing Hoome,"Tentulia Road, Maslandapur, North 24 Pargans",North 24 Parganas,North 24 Parganas,West Bengal,743289
Dristi Eye Foundation,"A-9/8Ca, Kalyani Station Road, Kalyani, Nadia, West Bengal",Nadia,Kalyani,West Bengal,741235
Umri Hospital,"Unit Of Uniquecynax Healthcare Private Limited  35/5, Bose Para Road Kolkata",Kolkata,Kolkata,West Bengal,700008
Apollo Gleneagles Hospital,"#58, Canal Circular Road, Kadapara, Phool Bagan",Kolkata,Kolkata,West Bengal,700054
Apollo Gleneagles Medical Centre,"#48/1F, Leela Roy Sarani, Gariahat",Kolkata,Kolkata,West Bengal,700019
Mitras Clinic  Nursing Home,"Tilak Road,Hakimpara\Nsiliguri",Jalpaiguri,Siliguri,West Bengal,734001
Midwest Hospital  Medical Institute Pvt. Ltd,"Bhagat Singh More, Asansol, Dist.- Paschim Burdwan, West- Bengal",Paschim Bardhaman,Asansol,West Bengal,713304
Ujjiban Multispeciality Hospital,"Jatragachi,New Town Rajarhut,Po & Ps- New Town,Dist-North 24 Pgs",North 24 Parganas,Jatragachi,West Bengal,700161
Rainbow Specialty Hospital,"B - 13 / 23 ( C.A ) Kalyani Central Park , Kalyani ,",Nadia,Bidhanpark,West Bengal,741235
S.N.R Carnival Hospital (A Unit Of Joy Foundation),"A-9/16(S) Kalyani, Nadia",Nadia,Nadia,West Bengal,741235
Rotary Hooghly Eye Hospital,"Stkk Road, Mithapukur, P.O.- Adcconagar, Dist.- Hooghly",Hooghly,Hooghly,West Bengal,712121
Hope Nursing Home ,"A/88, N.S.B. Road (East), Dist- Burdwan",Barabani,Searsole Rajbari,West Bengal,713358
Trivina Healthcare,"1St & 2Nd Floor Mjm Eye Hospital  115 Nsb Road, Raniganj",Raniganj Mc,Raniganj,West Bengal,713347
Dr Mohpalrsquo;S Nursing Home Pvt Ltd,"Building No H/122/102/1, Meghnath Saha Sarani, Pradhanagar, Siliguri",Darjeeling,Siliguri,West Bengal,734003
Ananya Multispeciality  Hospital,"0, Bolock -A. Super Market, Santiniketan Road, Bolpur",Birbhum,Bolpur,West Bengal,731204
Blue View Nursing Home,"311/A, Arambagh, Pallishree Road, Arambagh, Ward No-6",Arambagh,Arambagh,West Bengal,712601
Mukta Nursing Home,"Medical More, Saradapally, Shivmandir P. O - Kadamtala P. S - Matigara  Dist : Darjeeling",Naxalbari,Kadamtala,West Bengal,734011
Kejriwals Stone Clinic And Kidney Care Centre,"Pranami Mandir Road, Opposite Payal Cinema Hall",Jalpaiguri,Siliguri,West Bengal,734001
B. N. Agarwal Memorial Hospital,"Bhagwandas Biswanath Agarwal Charitable Trust, Aa-24, Bb-24, Cc-24, Dd-24,  N. S. B.  Road, Raniganj",Bardhaman,Raniganj,West Bengal,713347
Maa Durga Nursing Home,Near Rajbadh Bus Stand,Bardhaman,Burdwan,West Bengal,713212
Sri Durga Maternity Cum Nursing Home,"Vill-Baragarh 
P.O - Debra Bazar
",West Midnapore,Debra Bazar,West Bengal,721126
Netralayam - The Superspeciality Eye Care Centre (Unit Of Kolkata Eye Care Hospital Pvt.Ltd),"Shree Tower, Raa-36, 1St And 2Nd Floor, Vip Road, Raghunathpur",Kolkata,Kolkata,West Bengal,700059
Netralayam - The Superspeciality Eye Care Centre (Unit Of Slr Netralayam Eye Hospital Pvt.Ltd),"330 Barakhola, Mukundapur Main Road, Em Bypass , Kolkata",Kolkata,Kolkata,West Bengal,700099
Sanjeevani Neuro  Multi Speciality Hospital  (A Unit Of Gangotri Health Care And Research Pvt. Ltd.),"West Ashram Para, Sevoke Road,  Siliguri, Darjeeling",Siliguri,Siliguri,West Bengal,734001
Northern Light Hospital Pvt. Ltd.,"1/1 M , Gouri Bari Lane Kolkata",Kolkata,Kolkata,West Bengal,700004
Supernova Care Home,"122A, Hemchandra Naskar Road, Kolkata- 700054",Kolkata,Kolkata,West Bengal,700054
Global Eye Hospital (A Unit Of Mgmrc Health Private Limited),"7Th And 8Th Floor, Plot No- Jc-18, Sector-Iii, Salt Lake",Kolkata,Kolkata,West Bengal,700098
Pashupatinath Hospital,"A-03/19(S), Shilpanchal Road, Kalyani",Nadia,Kalyani,West Bengal,741235
Asansol Medical Centre Private Limited,"Lower Chelidanga, Gt Road, Asansol",Paschim Bardhaman,Asansol,West Bengal,713304
Mission Of Mercy Hospital And Research Centre,#125/1 Park Street,Kolkata,Kolkata,West Bengal,700017
Holy Palace Christian Hospital,"Lalpul, P.O. Naxalbari Dist. Darjeeling",Naxalbari,Naksalbari,West Bengal,734429
"Sankara Nethralaya, Kolkata","#147, E. M. Bypass , Mukundapur, N/L Purba Jadavpur Ps ",Kolkata,Kolkata,West Bengal,700099
"Sankara Nethralaya, New Town","Premises No. 25-3333, Plot No. Dj/16, Aa-Id, New Town, Kolkata - 700156, West Bengal",Kolkata,Kolkata,West Bengal,700156
Dr. Agarwals Eye Hospital,"Rene Tower, 1St Floor, Plot No. - Aa-1, 1842, Rajdanga Main Road. Kasba.",Kolkata,Kolkata,West Bengal,700107
Dr Malays Hospital  Neurosciences Centre Pvt.Ltd,"Beside Fire Brigade Station, Near Jalpaimore, Sf Road",Darjeeling,Siliguri,West Bengal,734005
Peerless Hospital & Bk Roy,"Research Centre, 360 Panchasagar, Garia, Opposite Highland Park, Big Bazaar",Kolkata,Kolkata,West Bengal,700094
Trimestre Medical Health Care Pvt Ltd,239/3 G. T. Road. Uttarpara. Hooghly,Serampur Uttarpara,Uttarpara,West Bengal,712258
Suroksha Nursing Home,"Taltala,Bhagwangola,Murshidabad",Murshidabad,Jajriachar Dumuria,West Bengal,742135
Aesthetic Nursing Home,"547, G. T. Road, Kantapukur, Mogra, Hooghly",Magra,Magra,West Bengal,712148
Dhaniakhali Gramin Nursing Home,"Dnk - 376, 18 No Bus Route, Dhaniakhali",Dhaniakhali,Dhaniakhali,West Bengal,712302
Dewan Medicare,"Bt Road, 57 Ambagan, Mordern Bus Stop",North 24 Parganas,Kolkata,West Bengal,700115
Nayan Jyoti Eye Care Centre,"9, Jessore Road, Kajipara, Nager Bazar, Dum Dum ,Kolkata-700028",Kolkata,Kolkata,West Bengal,700028
Bongaon Nursing Home,235/757/A Amlapara Road,Bongaon,Bangaon,West Bengal,743235
Sudha Smriti Memorial Hospital,"110, Karimpur Bus Stand Lalkuthi",Karimpur,Karimpur,West Bengal,741152
New Divine Nursing Home,"32/1 P.L.K Maitra Road  Po: Krishnagar  Ps: Kotwali, Nadia",Krishnagar,Kathuriapara,West Bengal,741101
Lotus Hospital,"Kanjialpara, Indiranagar, Po&Ps-Rajarhat, 24Pgs(N), Kolkata",North 24 Parganas,Kolkata,West Bengal,700135
Sejuti Hospital,"3A, Waverly Lane, Moulali, Taltala, Kolkata, West Bengal",Kolkata,Kolkata,West Bengal,700013
Netaji Nursing Home,"1, Bijoyram, Katwa Road, Burdwan",Burdwan,Burdwan,West Bengal,713101
Asian Institute Of Nephrology  Urology (Siliguri) Pvt. Ltd.,"Dag No- 707, Khatian No- 6871, 6876, 6879, 6880  Jl No-070, Moza:- Bairatishal, Patharghata,  Shivmandir, Po- Kadamtala, Ps- Matigara.  Darjeeling",Darjeeling,Siliguri,West Bengal,734013
New Apollow Nursing Home,"Rejinagar , Nh 34, Murshidabad",Murshidabad,Rezinagar,West Bengal,742189
Netra Jyoti Eye Care Centre,"116/1, G.T. Road, Opposite Bally House, Puspa Apartments, 1St Floor, Bally",Howrah,Howrah,West Bengal,711201
Netra Kiran Eye Foundation,"#58, Thakurdas Babu Lane, Hoogly",Hooghly,Hooghly,West Bengal,712201
Medicare General Hospital,"Village + Post - Kotulpur, Ps - Kotulpur, Bankura",Kotalpur,Kotalpur,West Bengal,722141
"Disha Eye Hospitals Private Limited,","342/A, Link Road, Arambagh,",Arambagh,Arambagh,West Bengal,712601
Green View Clinic And Nursing Home,"#231/1 R.B.C Road,Post-Naihati,Ps-Naihati
Dist-24 Parganas(N),Pin-743165",North 24 Parganas,Naihati,West Bengal,743165
Health Point,"#21, Prannath Pandit Street, Opposite Landsdowne",Kolkata,Kolkata,West Bengal,700025
The New Life Nursing Home,"Baruipur, Kulpi Road, South 24 Pgs,",Baruipur,Baruipur,West Bengal,700144
Gopinath Arogya Niketan,"Baramitrapara , Kalna, Purbo Bardhawan",Bardhaman,Kalna,West Bengal,713409
Nibedita Health Care,"44/1, K.N. Road, Po+Ps-Berhampore",Berhampore,Berhampore,West Bengal,742101
Charu Health Point Nursing Home,"Banagram Road, Lalpur, Chakdaha, Nadia",Chakdah,Lalpur,West Bengal,741222
Kisholoy Childrens Hospital Llp,"69, Kanainatsal North, Sripally\\\\Nburdwan\\\\N",Burdwan,Burdwan,West Bengal,713103
R-Fleming Hospital/Zodiac Medicare & Hospital,"#11A/1H, Topsia Road East",Kolkata,Kolkata,West Bengal,700046
Dakshin Barasat Eye Foundation,"Vill - Uttar Kalikapur, P.O. - Dakshin Barasat, P.S. - Joynagar, Dist. - South 24 Parganas, Pin - 743372, West Bengal, India",South 24 Parganas,Dakshin Barasat,West Bengal,743372
Jeevan Deep Nursing Home And Diagnostic Centre,"Hariharpara, Murshidabad",Murshidabad,Swaruppur,West Bengal,742166
Charring Cross Nursing Home Pvt Ltd,"2C Motilal Basak Lane
Kolkata -700054",Kolkata,Kolkata,West Bengal,700054
Vision Eye Care Clinic,"F2,Station More ,Bagdogra \\Nwest Bengal ,India \\N",Darjeeling,Bagdogra,West Bengal,734014
New Town Nursing Home And Diagnostic Co,"Rajarhat Road, Jyangra, Taltala, Baguiati",North 24 Parganas,Kolkata,West Bengal,700059
M/S New Avenue Nursing Home,"286, Loknath Park, New Town, Kolkata",North 24 Parganas,Kolkata,West Bengal,700157
Kalyani Institute Of Medical Science (Kims),Alisha,Burdwan,Burdwan,West Bengal,713104
Swastik Ent And Skin Clinic,"At 128 Sarat Bose Road, Near Shishumangal Hospital, Kolkata",Kolkata,Kolkata,West Bengal,700029
Nephrocare Health Services Pvt Ltd-Barasat,"At Mega City Nursing Home ( P) Ltd, Jessore Rd, Champadali More, Fish Market, Champadali, Barasat, Kolkata, West Bengal &Ndash; 700124",North 24 Parganas,Barasat,West Bengal,700124
"Nephrocare Health Service Pvt Ltd-Arambagh, West Bengal","C/O. Nephroplus Dialysis Center, Sanjibani Swastha Pariseba Basantopur Road, Arambagh,",Hooghly,Arambagh,West Bengal,712601
"Nephrocare Health Service Pvt Ltd-Tamluk, East Medinipur","C/O. Nephroplus Dialysis Center, Minimal Access Surgery Clinic Pvt Ltd Tamluk, East Medinipur, Uttar Chara Sankarara East",Tamluk,Padumbasan,West Bengal,721636
"Nephrocare Health Service Pvt Ltd-Bandel, West Bengal","C/O. Nephroplus Dialysis Center, Kanak Nursing Home, Grand Trunk Road, 1 No Netaji Park, Lichu Bagan More, Bandel, Hooghly, Chinsurah-Mogra,",Bandel,Debanandapur,West Bengal,712123
"Nephrocare Health Service Pvt Ltd-Kalicharan Ghosh Road, Kolkata","C/O. Nephroplus Dialysis Center, Binayak Multispecialty Hospital, Binayak Enclave, 59, Kalicharan Ghosh Road,",Kolkata,Kolkata,West Bengal,700050
"Nephrocare Health Service Pvt Ltd-Siliguri, West Bengal","C/O. Nephroplus Dialysis Center, Arogya Niketan Nursing Home Sp Mukherjee Rd, Ward 9, Khalpara,",Siliguri,Siliguri,West Bengal,734001
"Nephrocare Health Service Pvt Ltd-Goura, West Bengal","C/O. Nephroplus Dialysis Center, Mother Nursing Home, Uttargobindanagar, Goura, Medinipur,",Ghatal,Chechua Gobinda Nagar,West Bengal,721146
"Nephrocare Health Service Pvt Ltd-Nara Narayan Road, Cooch Behar","C/O. Nephroplus Dialysis Center, Subham Hospital & Diagnostic Centre Nara Narayan Rd, Cooch Behar, West Bengal",Cooch Behar,Cooch Behar,West Bengal,736101
"Nephrocare Health Service Pvt Ltd-Hindmotor, Hooghly","C/O. Nephroplus Dialysis Center, Kamala Ray Hospital20 K Grand Trunk Road Hindmotor Hooghly Debaipukur,",Serampur Uttarpara,Hindmotor,West Bengal,712233
"Nephrocare Health Service Pvt Ltd-Newabhat Bus Stand, Bardhaman","C/O. Nephroplus Dialysis Center, Burdwan Institute Of Medical And Life Sciencesshrachi Renaissance Township Newabhat Bus Stand Purba Bardhaman, West Bengal",Burdwan,Baikunthapur,West Bengal,713104
"Nephrocare Health Service Pvt Ltd-Raghudevpur, Howrah","C/O. Nephroplus Dialysis Center, Mcs Diagnostic & Hospital Pvt. Ltd.Raghudevpur, Belkulai",Howrah,Howrah,West Bengal,711322
"Nephrocare Health Service Pvt Ltd-Arrah Kalinagar, Durgapur","C/Onephroplus Dialysis Center, The Nation Hospital Arrah Kalinagar",Kanksa,Bamunara,West Bengal,713212
"Nephrocare Health Service Pvt Ltd-Barrackpore, Kolkata","C/Onephroplus Dialysis Center, Barrackpore City Hospital165, Ghoshpara Road, Barrackpore",North 24 Parganas,Barrackpore,West Bengal,700120
"Nephrocare Health Service Pvt Ltd-Suri, Birbhum","Swastik Clinic And Seva Sadan Pvt Ltdpuratan Lane, Dangalpara,Suri",Birbhum,Suri,West Bengal,731101
Astha Nursing Home,"Memari New Busstand, P.O+P.S. - Memari , Purba Bardhama",Burdwan,Memari,West Bengal,713146
Health Cure Nursing Home,"Plot No.677, Block-A, Lake Town",Kolkata,Kolkata,West Bengal,700089
M B Nursing Home Pvtltd,"55B/1, Dilkhusa Street, Kolkata",Kolkata,Kolkata,West Bengal,700017
Marina Medical Centre,Babupura Post Office,Jalpaiguri,Jalpaiguri,West Bengal,735101
Rays Eye Hospital ,1St Floor Dayal Complex Radhanagar Road\\\\Nnear Chitra Cinema. Burnpur 713325\\\\Npaschim Bardhman,Asansol,Asansol,West Bengal,713325
Retina Institute Of Bengal ( A Unit Of Reddy Health Care Pvt. Ltd.),"C/O Reddy Healthcare Pvt. Ltd. 3Rdfloor Uttrapan Market Complex, Opp. Biswadeep Cinema Hall, Hillcart Road, Siliguri-734003(Wb)",Darjeeling,Siliguri,West Bengal,734003
Swastik Seva Sadan,"#16/C, Topsia, Tiljala",Kolkata,Kolkata,West Bengal,700046
Vip Apex Medical Centre Pvt Ltd,"H/1-16, S.L. Sarani, Baguati, Joramandir, Kolkata",Kolkata,Kolkata,West Bengal,700059
Pandey Sebayan Nursing Home,"#990, Chakraborty Para Barasat, Chandanagar",Hooghly,Hooghly,West Bengal,712136
Monalisha Nursing Home,"Nandigram , Purba Medinipur",Nandigram,Sarberia,West Bengal,721631
Saroj Gupta Cancer Centre And Research Institute (Formerly Known As Cancer Centre Welfare Home And Research Institute),#109 Mahatma Gandhi Road Thakurpukur,Kolkata,Kolkata,West Bengal,700063
Swaraj Mukherjee Memorial Medical College And Mani Kamal Hospital,"Delhi Road ( Nh-2), Chotobelu, P.O.- Belu Milki, Off Serampore, Dist- Hooghly,",Singur,Chandanpur,West Bengal,712223
Avalon Hospital,"Paribahan Nagar, Siliguri, Matigara, Darjeeling",Siliguri,Siliguri,West Bengal,734010
Sanjibani Sastha Pariseba,"Basantapur Road, Arambagh, Hooghly, West Bengal",Arambagh,Arambagh,West Bengal,712601
Nirmala Devi Nursing Private Limited,"496/81, Dangal Para, Near Jail Gate, Suri",Suri,Suri,West Bengal,731101
Jeeban Deep Nursing Home,"Udhakhali,Po-Heria,Ps-Khejuri,Block-Khejuri-1,Sub Division- Contai, Dist -East Midnapore. State- West Bengal.",East Midnapore,Maidinipur,West Bengal,721430
Ramkrishna Medical Complex Nursing Home,"#132/2/12, Narkeldanga Main Road, Phool Bagan, Kankurgachi",Kolkata,Kolkata,West Bengal,700054
Tapoban Healthcare Hospital (Life Care Hospital),"N/34, Abanindranath Bithi, Durgapur",Durgapur,Durgapur,West Bengal,713216
"Basumati Healthcare Pvt. Ltd,","Vill- Talai, Po- Jarur, Ps- Raghunathganj, Dist- Murshidabad.",Murshidabad,Barala,West Bengal,742235
Osg Laparoscopy Hospital  Diagnostic Centrepvtltd,"Ward-2, Dalaluya , Egra Contai Road, Egra, Purba Medinipur, 721429",Erenda,Egra,West Bengal,721429
Genesis Health Point,"Dharinda, Tamluk Near Dm Office",East Midnapore,Maidinipur,West Bengal,721636
Revive Nursing Home,"Baguiati,",North 24 Parganas,Kolkata,West Bengal,700159
Ganga Nursing Home,"Gholui, Balichak, Pashchimmedinipur",Kharagpur,Ballichak,West Bengal,721124
Red Plus Society,"22, Baghajatin Station Road,P.O-Baghajatin,P.S-Jadavpur",Kolkata,Kolkata,West Bengal,700032
Sheshraj Medicare,"#34 , National Highway , Near Post Office ,Kamalabari",Malda,Malda,West Bengal,732103
Apex Clinic Private Limited,"#844 (A & B), Raja Ram Mohan Roy Road, Behala, Kolkata - 700 008",Kolkata,Kolkata,West Bengal,700008
People Meditreat,"#262, Ns Road",Howrah,Howrah,West Bengal,711101
Dvita Health Care Pvt. Ltd.,"Ca/2, Ambedkar Sarani, Durgapur",Paschim Bardman,Durgapur,West Bengal,713216
Advanced Laparoscopic And Medical Centre,"292/N, Vivekananda Sarani, Asansol, Pin - 713305",Barabani,Barabani,West Bengal,713305
Paramount Hospital Pvt. Ltd.,"Mangal Pandey Road,  Khalpara",Darjeeling,Siliguri,West Bengal,734005
Diplomat Nursing Home,"#22, Rb Ghosh Road, Khoshbagan",Bardhaman,Burdwan,West Bengal,713101
Astha Hospital,"Hanuman Charai, Barakar",Bardhaman,Bardhaman,West Bengal,713324
Eskag Sanjeevani Pvt.Ltd.,"87 , Deshbandhu Road ( East )",Kolkata,Kolkata,West Bengal,700035
Eskag Sanjeevani Pvt. Ltd.(Skbss),"25/14 I.C.Road, Rahara, Khardah, Kol",North 24 Parganas,Rahara,West Bengal,700118
Drishti Eye Care Centre,"Premises No.6, Narayan Roy Road,Kolkata- 700008",Kolkata,Kolkata,West Bengal,700008
Ankush Medicare Pvt. Ltd.,"Hb 36-A/4 & Hb 36-A/5/1, Hb Block, Saltlake",Kolkata,Kolkata,West Bengal,700106
Sab Nursing Home,Hpl Link Road Basudevpur  Khanjanchak,Sutahata,Durgachak,West Bengal,721602
Shibarati Eye Care  Nursing Home,"Ramnagar Aishtala, Ranaghat, Nadia",Ranaghat,Ramnagar,West Bengal,741201
New Saraju Nursing Home,"#46/1C, Bt Road",Kolkata,Kolkata,West Bengal,700002
Alo Eye Care Pvt Latd,"Dg -20/1, Premises No 07/0327, I(D), Action Area 1D, Newtown, New Town, West Bengal 700156, India",Kolkata,Kolkata,West Bengal,700156
Ghosh Ent Foundation Nursing Home,"Fe 350,Sector All,Salt Lake,Kolkata",Kolkata,Kolkata,West Bengal,700106
Megha Ophthalmic Centre Pvt.Ltd.,"Jail Khana More,Near Big Bazar, Rani Sayar (North )",Burdwan,Burdwan,West Bengal,713101
Sparsh Nurshing Home,"61/28, Joraghat, Chinsurah, Hooghly",Chinsurah,Chinsurah,West Bengal,712101
Touch Nursing Home Pvt Ltd,Rajbari Para,Jalpaiguri,Jalpaiguri,West Bengal,735101
Kumar Surgical And Laparoscopic Clinic,"348/47, Nsc Bose Road",Kolkata,Kolkata,West Bengal,700047
Probal Eye Institute,"#34, Satish Mukherjee Road,Behind Kalighat Tram Depot",Kolkata,Kolkata,West Bengal,700026
Nayan Eye Hospital,"Gt Road Tower, Kumarpur, Near Manoj Talkies, Opposite Genexx Exotica",Bardhaman,Asansol,West Bengal,713304
Galaxy Multispeciality Hospital,"East Rabindrapally, Kalyani Road, (Near Wireless More)",North 24 Parganas,Beraberia,West Bengal,700121
Asg Hospital Pvt. Ltd.,"Alcove Gloria, 403/1, Dakshindari Road, ",North 24 Parganas,Kolkata,West Bengal,700048
Asg Hospital Pvt. Ltd.,"149, B.T. Road, Ps: Khardaha, Po: Kamarhati, Kolkata",Kolkata,Kolkata,West Bengal,700058
Asg Hospital Pvt. Ltd.,"Ward No. 40, Smc Ps Bhakti Nagar, Paranmi Mandir Road, Jalpaiguri, Darjeeling, West Bengal",Jalpaiguri,Jalpaiguri,West Bengal,735101
Hhp Hospital Pvt Ltd,"#2406, Garia Main Road",South 24 Parganas,Kolkata,West Bengal,700084
Shradha Health Care Pvt Ltd,"15,S.N Roy Road,Kolkata-700038",Kolkata,Kolkata,West Bengal,700038
